0	doc_id,doc_content	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.47250295188278246	0.01259811610980463	0.00955515454024953	0.002838109917206752	0.46155639315446084	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.005060325908396878
1	20567,hell	2.6174031908749286E-4	3.2714643900803983E-4	5.002652538183538E-4	9.695521368062965E-4	2.613905042226901E-4	0.0016085507503777686	0.0013637883651357648	0.0010343775589530247	3.0723492705791723E-4	4.2354901663903803E-4	5.928147332161452E-4	2.5754132579754147E-4	4.7921063585854815E-4	0.9910650407651665	5.477972688548078E-4
2	20758,comments	8.634872652698298E-5	1.0792635423791459E-4	1.6503864495738259E-4	0.033007551394490756	8.623332180752198E-5	5.306645507783379E-4	4.4991688323885957E-4	3.4124350912029944E-4	1.0135750116203381E-4	1.3972978384087437E-4	1.9557092869034153E-4	8.496346909111408E-5	0.9644450638957813	7.767147145912396E-5	1.8071956481706703E-4
3	20859,esther	2.2787284500645083E-4	2.8481584362083714E-4	4.3553422354985507E-4	8.440984735037394E-4	2.2756829388209193E-4	0.0014004148734277242	0.0011873231294040748	9.005359128131233E-4	2.6748075022646527E-4	0.9923849365138006	5.161084096277401E-4	2.242171738034812E-4	4.1720393453763353E-4	2.049737140210993E-4	4.769159087751473E-4
4	20888,belief	8.541901177039405E-4	0.0010676431365902453	0.9717050054521066	0.0031641355704996985	8.530484961089864E-4	0.005249508977402344	0.004450726384837854	0.003375693480900242	0.0010026618727343956	0.0013822531646542039	0.0019346522098999234	8.404866936954189E-4	0.0015639049836726256	7.683518450868516E-4	0.001787737614106641
5	20910,goer	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.014859130375228817	0.9278857591249118	0.00955515454024953	0.002838109917206752	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.005060325908396878
6	20972,universe	4.335831122825885E-4	5.419309172227946E-4	8.287090291385134E-4	0.986414978501405	4.3300363022826584E-4	0.0026646274561167253	0.0022591689576594693	0.0017134870273318543	5.089467161196384E-4	7.016255710194834E-4	9.820208744718037E-4	4.266273150807739E-4	7.938312280616306E-4	3.900119861095059E-4	9.074476777518342E-4
7	21334,canon	8.541901177039405E-4	0.0010676431365902453	0.001632616776551911	0.0031641355704996985	8.530484961089864E-4	0.005249508977402344	0.48948692072261524	0.003375693480900242	0.0010026618727343956	0.0013822531646542039	0.0019346522098999234	8.404866936954189E-4	0.48660009932145004	7.683518450868516E-4	0.001787737614106641
8	21642,assumptions	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.014859130375228817	0.01259811610980463	0.00955515454024953	0.002838109917206752	0.9192002146620145	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.005060325908396878
9	21795,conservative	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.930146773390336	0.01259811610980463	0.00955515454024953	0.002838109917206752	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.005060325908396878
10	51510,fixed	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.46005843949842495	0.014859130375228817	0.01259811610980463	0.00955515454024953	0.4604819314247603	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.005060325908396878
11	51708,processor	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.014859130375228817	0.9278857591249118	0.00955515454024953	0.002838109917206752	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.005060325908396878
12	51962,disk	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.4666001454550592	0.002414617990871338	0.014859130375228817	0.01259811610980463	0.00955515454024953	0.002838109917206752	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.4598186992512322	0.005060325908396878
13	52089,iii	0.46006167094429756	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.014859130375228817	0.01259811610980463	0.00955515454024953	0.002838109917206752	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.46270414741595045
14	52159,electricity	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.014859130375228817	0.01259811610980463	0.4671989760478031	0.002838109917206752	0.003912571646907241	0.4631200002399601	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.005060325908396878
15	52187,umd	0.0016587381643365913	0.002073239176911277	0.0031703524764277982	0.006144384393056028	0.0016565212675714177	0.01019393774801646	0.008642794572939741	0.006555205324691191	0.001947053097149251	0.0026841753720471323	0.9456409192126667	0.0016321277038384996	0.003036922141861032	0.001492050191952388	0.0034715791565344727
16	52443,dealer	0.0010189293171306945	0.0012735489085606794	0.001947483426452758	0.0037743711023306837	0.0010175675222702074	0.0062619298523305155	0.9696096402474083	0.004026730094445289	0.0011960353510579232	0.0016488346610104457	0.0023077694464757963	0.0010025830492706926	0.0018655198696915193	9.165362658782295E-4	0.0021325208856863525
17	52631,det	1.2828074327071297E-4	1.6033673566467226E-4	2.451834658720596E-4	4.751842176353596E-4	1.281092965825585E-4	7.883618640280912E-4	6.684021237289238E-4	5.069556060282968E-4	1.505779657452714E-4	2.0758430667257354E-4	0.9957960674946543	1.2622278757591746E-4	2.348644517798443E-4	1.1538970509996846E-4	2.684792356613247E-4
18	53767,mon	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.014859130375228817	0.01259811610980463	0.00955515454024953	0.4604819314247603	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.4620705723040368	0.002174877743678558	0.005060325908396878
19	53871,binghamton	3.7245094595771415E-4	4.6552247319035393E-4	7.118668902980078E-4	0.0013796522131850786	3.719531667933879E-4	0.0022889337442846378	0.0019406420396054754	0.0014718974197502402	4.3718881222773963E-4	6.027013050822226E-4	8.435628447836404E-4	0.987317194545597	6.819066136266609E-4	3.350230418260817E-4	7.795039437918023E-4
20	54093,den	4.335831122825885E-4	0.8212159953591878	8.287090291385134E-4	0.0016061011710472688	4.3300363022826584E-4	0.0026646274561167253	0.0022591689576594693	0.0017134870273318543	5.089467161196384E-4	7.016255710194834E-4	0.16511683376286476	4.266273150807739E-4	7.938312280616306E-4	3.900119861095059E-4	9.074476777518342E-4
21	54123,somebody	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.014859130375228817	0.01259811610980463	0.4671989760478031	0.4604819314247603	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.002174877743678558	0.005060325908396878
22	54175,meaningless	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.014859130375228817	0.01259811610980463	0.4671989760478031	0.002838109917206752	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.00442675079648322	0.4598186992512322	0.005060325908396878
23	54260,criminals	0.0024178494367440135	0.0030220442767321287	0.004621244699266152	0.008956323947505559	0.002414617990871338	0.47250295188278246	0.01259811610980463	0.00955515454024953	0.002838109917206752	0.003912571646907241	0.005476178732406462	0.002379060863411499	0.4620705723040368	0.002174877743678558	0.005060325908396878
